topic,event_id,label,tweet_id,text,clean,toxicity,flag_0.5,flag_0.7,flag_0.8,has_hotspot
Ukraine,EN02,Other,1511477630050185221,"Zelensky Deplores U.N. Inaction
“Now the world can see what Russia did in Bucha,” Pres Zelensky of Ukraine said of the slaughter of civilians, during a fiery speech to the U.N. Security Council in which he showed a graphic video of the aftermath. https://t.co/nke8tJmaC4","Zelensky Deplores U.N. Inaction “Now the world can see what Russia did in Bucha,” Pres Zelensky of Ukraine said of the slaughter of civilians, during a fiery speech to the U.N. Security Council in which he showed a graphic video of the aftermath.",0.95,1,1,1,True
Ukraine,EN03,False,1511338164081807362,"@oneillquigley @richimedhurst Nato sponsored Donbas Genocide. 
Give me a 'kin break!

So many Putin-apologists in Ireland, judging from the last 3 weeks of twitter Ukraine invasion
Why?","Nato sponsored Donbas Genocide. Give me a 'kin break! So many Putin-apologists in Ireland, judging from the last 3 weeks of twitter Ukraine invasion Why?",0.95,1,1,1,True
Ukraine,EN06,False,1505847045726392323,"@greenkrakenpod @stillgray so you think its not possible to stage this or that the FSB would never do such a thing? 
i believe both are possible, it could be real or staged and that bias towards Russian speakers makes it possible. its a war","so you think its not possible to stage this or that the FSB would never do such a thing? i believe both are possible, it could be real or staged and that bias towards Russian speakers makes it possible. its a war",0.95,1,1,1,True
Ukraine,EN04,Other,1504819919132712960,@ZelenskyyUa @BorisJohnson When can we start buying seized Russian items on ebay? I'm sure there are a few crypto billionaires out there that would love a slightly used Russian tank. https://t.co/5m5l9hgqYm,When can we start buying seized Russian items on ebay? I'm sure there are a few crypto billionaires out there that would love a slightly used Russian tank.,0.95,1,1,1,True
Ukraine,EN02,Other,1511491793719902210,"As the war in Ukraine unfolds, here's what you need to know. Get the latest developments as Russia's attacks continue. 

https://t.co/yPzy3MCcix
https://t.co/jVDb7fi08n
#ONEPIECE1045 #BoredApeYachtClub #AsItWas #station19 #BelAir 
#3danimation #3danimations #fiverrbuyer #animator https://t.co/E07RzmNGjd","As the war in Ukraine unfolds, here's what you need to know. Get the latest developments as Russia's attacks continue. ONEPIECE1045 BoredApeYachtClub AsItWas station19 BelAir 3danimation 3danimations fiverrbuyer animator",0.95,1,1,1,True
Ukraine,EN04,Other,1511470505005625347,"That must have been surprise, and not only for those chickens around 😀

#Ukraine #Ukraineinvasion #UkraineRussiaWar #War #Tank #UkraineWillWin #SlavaUkraini #SlavaUkraine #Russia #RussiaInvadedUkraine https://t.co/uFZYG786LH","That must have been surprise, and not only for those chickens around 😀 Ukraine Ukraineinvasion UkraineRussiaWar War Tank UkraineWillWin SlavaUkraini SlavaUkraine Russia RussiaInvadedUkraine",0.95,1,1,1,True
Ukraine,EN04,Other,1511440977872961536,"""""It's not clear what the rate of attrition is for the Ukrainian forces is. The answer is, We don't know,"" said Michael Kofman, a Russia specialist at the CNA think-tank based in Arlington, Virginia.""

https://t.co/F8e6VGjSJJ
. https://t.co/8KoGGH9F74","""""It's not clear what the rate of attrition is for the Ukrainian forces is. The answer is, We don't know,"" said Michael Kofman, a Russia specialist at the CNA think-tank based in Arlington, Virginia."" .",0.95,1,1,1,True
Ukraine,EN04,False,1504108337155223557,"@nevedimka123 @ArmedForcesUkr Ebay is going to be interesting once this is all over.. ""russian tank, brown stain on seat, red smear on hull. Needs fuel, otherwise in reasonable condition for russian equipment of the period. Would be ideal agricultural machinery and a fine addition to your farm"".","Ebay is going to be interesting once this is all over.. ""russian tank, brown stain on seat, red smear on hull. Needs fuel, otherwise in reasonable condition for russian equipment of the period. Would be ideal agricultural machinery and a fine addition to your farm"".",0.95,1,1,1,True
Ukraine,EN08,Other,1511491251656445954,"Vladimir Putin calls Ukraine ""Nazi,"" yet he acts like Hitler and his troops are the butchers of Bucha. https://t.co/5eD1Hzu5Dw","Vladimir Putin calls Ukraine ""Nazi,"" yet he acts like Hitler and his troops are the butchers of Bucha.",0.95,1,1,1,True
Ukraine,EN01,Other,1499544716538523677,@ReutersFacts Does a Russian embassy statement from Canada count as fact or fiction? https://t.co/iHrvFvjnBc,Does a Russian embassy statement from Canada count as fact or fiction?,0.95,1,1,1,True
Ukraine,EN06,Other,1511119246654377984,"So the west are calling for genocide committed by Russia, However Russia says these are staged and not real examples of genocide. Whose telling the truth 👀 I smell US intervention and the us joining this war….","So the west are calling for genocide committed by Russia, However Russia says these are staged and not real examples of genocide. Whose telling the truth 👀 I smell US intervention and the us joining this war….",0.95,1,1,1,True
Ukraine,EN04,False,1502099677159641092,@RFERL so the ebay listing for a working russian tank wasn't a joke!,so the ebay listing for a working russian tank wasn't a joke!,0.95,1,1,1,True
Ukraine,EN08,Other,1499202455824916481,"North Korea nobody gives a shit about them , But maybe if Time Magazine and other publications didn’t blow smoke up Dictators asses saying they are man of the year and the most powerful man on Earth guys like Hitler and Putin wouldn’t start believe the hype https://t.co/dTGJTlrSzH","North Korea nobody gives a shit about them , But maybe if Time Magazine and other publications didn’t blow smoke up Dictators asses saying they are man of the year and the most powerful man on Earth guys like Hitler and Putin wouldn’t start believe the hype",0.95,1,1,1,True
Ukraine,EN03,Other,1511032892956237825,"Vladimir Zhirinovsky's Liberal Democratic Party of Russia just tabled a Duma motion to recognize Ukraine's ""genocide"" against ethnic Russians in Donbas 

Likely to pass overwhelmingly, if the Donetsk and Luhansk recognition vote is any guide","Vladimir Zhirinovsky's Liberal Democratic Party of Russia just tabled a Duma motion to recognize Ukraine's ""genocide"" against ethnic Russians in Donbas Likely to pass overwhelmingly, if the Donetsk and Luhansk recognition vote is any guide",0.95,1,1,1,True
Ukraine,EN01,Other,1511296577633234945,@justiintrrudeau When is Canada going to expel Russian Diplomats/spies/terrorists and close the Russian Embassy?,When is Canada going to expel Russian Diplomats/spies/terrorists and close the Russian Embassy?,0.95,1,1,1,True
Ukraine,EN07,True,1500962391860858883,"No, former Ukrainian beauty queen Anastasiia Lenna has not joined the Ukrainian military to fight Russians. https://t.co/oL2OMkOmym","No, former Ukrainian beauty queen Anastasiia Lenna has not joined the Ukrainian military to fight Russians.",0.95,1,1,1,True
Ukraine,EN05,False,1505939644231340034,"Crackhead Bonov from the #Nazi battalion "", who threatened the Chechens and promised to play football with their heads,apparently had fled to #Poland, like his""Führer"" Zelensky did 3 weeks ago.
#RussiaUkraineConflict #RussianUkrainianWar #UkraineRussianWar #Russia #Kiev #mauripol https://t.co/NcyaXpHavy","Crackhead Bonov from the Nazi battalion "", who threatened the Chechens and promised to play football with their heads,apparently had fled to Poland, like his""Führer"" Zelensky did 3 weeks ago. RussiaUkraineConflict RussianUkrainianWar UkraineRussianWar Russia Kiev mauripol",0.95,1,1,1,True
Ukraine,EN08,True,1498795747428417539,"No, a TIME magazine cover with Vladimir Putin’s face superimposed on Adolf Hitler is not real https://t.co/rZD2HdpxFm If it looks like a duck then it's a duck, this guy is a bad man.","No, a TIME magazine cover with Vladimir Putin’s face superimposed on Adolf Hitler is not real If it looks like a duck then it's a duck, this guy is a bad man.",0.9328,1,1,1,True
Ukraine,EN10,Other,1511482883319693312,"If Donald Trump can be banned from twitter for his election lies, surely a total ban for Putin and the Russian Govt would be a minimum response.

https://t.co/XqDg99yUiI","If Donald Trump can be banned from twitter for his election lies, surely a total ban for Putin and the Russian Govt would be a minimum response.",0.95,1,1,1,True
Ukraine,EN02,True,1499705674934194179,@violetb2103 @SirLordBarry This is not 1918 it’s 2022….war is very different from what you think! And Ukraine footage is mostly B.S propaganda like this 👇🏼👇🏼 https://t.co/CVS8G72RMP,This is not 1918 it’s 2022….war is very different from what you think! And Ukraine footage is mostly B.S propaganda like this 👇🏼👇🏼,0.95,1,1,1,True
Ukraine,EN05,False,1508946708465700873,@michaelbd Kiev has no strategic importance whatsoever. It's purely symbolic. Zelensky has fled Ukraine and green screening from Poland. So much for bravery.,Kiev has no strategic importance whatsoever. It's purely symbolic. Zelensky has fled Ukraine and green screening from Poland. So much for bravery.,0.95,1,1,1,True
Ukraine,EN03,False,1510862874146705408,@rothschildmd And the denial of the Donbas genocide by Ukraine over the least 14 years?,And the denial of the Donbas genocide by Ukraine over the least 14 years?,0.95,1,1,1,True
Ukraine,EN03,Other,1511477313048821765,@BH_Friedman Go read Russia's stated goals. Ukraine has not done well at all. Russia made sure to encircle Ukraine's forces and keep them at bay as they cleansed the Donest Basin (Donbas) of Ukraine and NAZIs forces while destroying their military infrastructure.,Go read Russia's stated goals. Ukraine has not done well at all. Russia made sure to encircle Ukraine's forces and keep them at bay as they cleansed the Donest Basin (Donbas) of Ukraine and NAZIs forces while destroying their military infrastructure.,0.95,1,1,1,True
Ukraine,EN05,False,1507416013989548032,"@GarlandNixon There are rumors that Zelensky already fled to Poland. And from there he talk with media with a background setup. 
Why isn't he on the war ground taking selfies anymore?",There are rumors that Zelensky already fled to Poland. And from there he talk with media with a background setup. Why isn't he on the war ground taking selfies anymore?,0.95,1,1,1,True
Ukraine,EN04,Other,1511465148866699265,"Ukraine and Russia Tank battle:
a single Ukrainian tank engaging a large Russia convoy consisting of several tanks and BTR-82A. Several Russian vehicles destroyed.
#Tank #Ukraine #UkraineWar 
https://t.co/dJwdG4oKTK",Ukraine and Russia Tank battle: a single Ukrainian tank engaging a large Russia convoy consisting of several tanks and BTR-82A. Several Russian vehicles destroyed. Tank Ukraine UkraineWar,0.95,1,1,1,True
Ukraine,EN02,Other,1510530889717280771,"40 Russian Military Were Planes Shot Down By Ukraine At The Airport | Russia Ukraine War 
 YouTube  Link Plz visit 
Military Simulation_ Arma 3
https://t.co/7GDSvBEKsC https://t.co/IvGiEMwVV8 via @FacebookWatch",40 Russian Military Were Planes Shot Down By Ukraine At The Airport | Russia Ukraine War YouTube Link Plz visit Military Simulation_ Arma 3 via,0.95,1,1,1,True
Ukraine,EN02,True,1499376660755488770,"Believe me, it is not the war of #Russia and Ukraine, just gameplay ​​from the game Arma 3 (wars simulator).  

The funny thing is that #India is using this as a game to spread fake news that they are destroying #Pakistan lol

#arma3  #RussianUkrainianWar #Ukraine https://t.co/8somlfGQS2","Believe me, it is not the war of Russia and Ukraine, just gameplay ​​from the game Arma 3 (wars simulator). The funny thing is that India is using this as a game to spread fake news that they are destroying Pakistan lol arma3 RussianUkrainianWar Ukraine",0.95,1,1,1,True
Ukraine,EN08,True,1499234867522981889,"❌ False. Time magazine did not compare Russian President Vladimir Putin to Adolf Hitler on the cover of the March 14 / March 21, 2022, issue. https://t.co/cZi5tMdqDp","❌ False. Time magazine did not compare Russian President Vladimir Putin to Adolf Hitler on the cover of the March 14 / March 21, 2022, issue.",0.95,1,1,1,True
Ukraine,EN03,False,1511057923576942597,"@guardian It is Zelensky that is guilty of genocide.  15,000 Russian/Ukraine Citizens living in Donbas, Ukraine put to death over 8 years. https://t.co/LjgQe7GP5n","It is Zelensky that is guilty of genocide. 15,000 Russian/Ukraine Citizens living in Donbas, Ukraine put to death over 8 years.",0.95,1,1,1,True
Ukraine,EN07,False,1499232720966365186,"Meet Anastasiia Lenna, the beauty queen who joined Ukraine army amid war with Russia https://t.co/5SpiVgdudX #KabilanPharmacist #Pharmacy #PharmacyCollege","Meet Anastasiia Lenna, the beauty queen who joined Ukraine army amid war with Russia KabilanPharmacist Pharmacy PharmacyCollege",0.95,1,1,1,True
Ukraine,EN07,False,1498502643806732303,"Meet Anastasiia Lenna, former Miss Ukraine who joined the army to fight Russian forces #REPUBLIC @republic https://t.co/kmGNv7egAm","Meet Anastasiia Lenna, former Miss Ukraine who joined the army to fight Russian forces REPUBLIC",0.95,1,1,1,True
Ukraine,EN05,Other,1511385160356352006,"Post-war Ukraine won't be liberal, says Zelensky. 
It is certain, that if the West won't do more to help Ukraine to make Putin to lose power, the new world order will be much less liberal - the Baltic states and Poland cannot afford liberalism either
https://t.co/8p34bUpzZz","Post-war Ukraine won't be liberal, says Zelensky. It is certain, that if the West won't do more to help Ukraine to make Putin to lose power, the new world order will be much less liberal - the Baltic states and Poland cannot afford liberalism either",0.95,1,1,1,True
Ukraine,EN10,Other,1503805926519754756,"@jdruva41 @fionamflanagan1 Yes that is true but you're assuming they knew. Rothschild has called Putin a traitor to the NWO (it can happen) and Schwab has banned Russia and Putin from Davos and WEF?
The Clinton's, Soros, the Bidens, the world media, Schwab and the Rothschild all condemn Putin so maybe???","Yes that is true but you're assuming they knew. Rothschild has called Putin a traitor to the NWO (it can happen) and Schwab has banned Russia and Putin from Davos and WEF? The Clinton's, Soros, the Bidens, the world media, Schwab and the Rothschild all condemn Putin so maybe???",0.8421600000000001,1,1,1,True
Ukraine,EN04,True,1504774325806964736,Fake Posts On Ukrainians Selling Russian Tank On eBay Go Viral | BOOM - BOOM https://t.co/FQZ1cgTNbn @GoogleNews মারফত,Fake Posts On Ukrainians Selling Russian Tank On eBay Go Viral | BOOM - BOOM মারফত,0.95,1,1,1,True
Ukraine,EN01,True,1499743102864539651,"@DustJames90 On Tuesday, the Russian embassy in Canada put out a statement saying that Russia was not occupying Ukraine. That is a lie. But try again to shill for your buddy, the king of Russia.","On Tuesday, the Russian embassy in Canada put out a statement saying that Russia was not occupying Ukraine. That is a lie. But try again to shill for your buddy, the king of Russia.",0.95,1,1,1,True
Ukraine,EN06,False,1504366048514088965,"@ShtBlackwood @Trish_NI Sorry, but that was not the purpose of covid. Sure it's a side effect, but the real purpose was to implement digital ID and digital currency. Now it continues with this staged war.","Sorry, but that was not the purpose of covid. Sure it's a side effect, but the real purpose was to implement digital ID and digital currency. Now it continues with this staged war.",0.95,1,1,1,True
Ukraine,EN02,Other,1511488871678234642,"Linda Thomas-Greenfield, the U.S. ambassador to the UN, called for Russia to be suspended from the UN’s Human Rights Council, saying its inclusion “hurts the council’s credibility” and is “just plain wrong.”

Follow live updates on Ukraine: https://t.co/nmZbqS3iL6 https://t.co/yfwBo7qABv","Linda Thomas-Greenfield, the U.S. ambassador to the UN, called for Russia to be suspended from the UN’s Human Rights Council, saying its inclusion “hurts the council’s credibility” and is “just plain wrong.” Follow live updates on Ukraine:",0.8588800000000001,1,1,1,True
Ukraine,EN02,True,1498613453820669952,"#FactCheck: The video is from a military tactical shooter video game called ARMA 3, not from the Russia-Ukraine conflict. #RussiaUkraineCrisis  https://t.co/GFmhGe8bfV","FactCheck: The video is from a military tactical shooter video game called ARMA 3, not from the Russia-Ukraine conflict. RussiaUkraineCrisis",0.9476,1,1,1,True
Ukraine,EN01,True,1499116539357941761,"@RussianEmbassyC @mfa_russia @globeandmail @CBCNews @RadioCanadaInfo @nationalpost @globalnews @LP_LaPresse @LeDevoir @TorontoStar @SputnikInt Your statement is one of deceit and ignorance. It’s quite insulting to the Canadian people that you believe we would somewhat buy into this messaging. Shut down your embassy, go back to Russia, and in time we will let you beg for forgiveness maybe. #RussiaUkraine #Canada","Your statement is one of deceit and ignorance. It’s quite insulting to the Canadian people that you believe we would somewhat buy into this messaging. Shut down your embassy, go back to Russia, and in time we will let you beg for forgiveness maybe. RussiaUkraine Canada",0.95,1,1,1,True
Ukraine,EN06,Other,1505337580643971072,"What is real? Atrocities used as a trigger for nuclear war need sceptical investigation.
“We are waiting for official verified information &;do not rush to conclusions.”
Was bombing of Mariupol theater staged by Ukrainian Azov to trigger NATO intervention? https://t.co/CXuxv1FDQL",What is real? Atrocities used as a trigger for nuclear war need sceptical investigation. “We are waiting for official verified information &;do not rush to conclusions.” Was bombing of Mariupol theater staged by Ukrainian Azov to trigger NATO intervention?,0.95,1,1,1,True
Ukraine,EN09,True,1511434564043952133,"@yungdindux @DeftoneSpeak @andrewkimmel @mtracey @republic I didn't say anything about Bucha: you're just proving my point. You want to deny Russian atrocities, so you bring up irrelevant rumors and misunderstandings like the ghost of Kyiv or the snake island, because the evidence for what unfolded in Bucha is so overwhelming.","I didn't say anything about Bucha: you're just proving my point. You want to deny Russian atrocities, so you bring up irrelevant rumors and misunderstandings like the ghost of Kyiv or the snake island, because the evidence for what unfolded in Bucha is so overwhelming.",0.93032,1,1,1,True
Ukraine,EN06,Other,1508480938883399695,"@Variety If the hit was real, it was not necessary. If the hit was staged, it was still uncalled for. We have enough dealing with the violence of a terrible war. The Oscars are about entertainment. Unfortunately the awards show was slapped at the same time.","If the hit was real, it was not necessary. If the hit was staged, it was still uncalled for. We have enough dealing with the violence of a terrible war. The Oscars are about entertainment. Unfortunately the awards show was slapped at the same time.",0.95,1,1,1,True
Ukraine,EN01,Other,1511355518786412549,"@TondaMacC Canada's response to the #BuchaMassacre has been incredibly underwhelming.

How about:
- expel the russian embassy
- increase arms to Ukraine
- lobby for russia to be removed from all world forums",Canada's response to the BuchaMassacre has been incredibly underwhelming. How about: - expel the russian embassy - increase arms to Ukraine - lobby for russia to be removed from all world forums,0.95,1,1,1,True
Ukraine,EN01,False,1499105461231968257,"@francska1 Statement from Russian Embassy in Canada
""The Ukrainian side is deploying MLRS and artillery in the courtyards of residential buildings, hospitals, schools and kindergartens.""
""Armed Forces of #Ukraine and neo-Nazi groups use civilians as human shields"" 
https://t.co/FBmtCreNJZ","Statement from Russian Embassy in Canada ""The Ukrainian side is deploying MLRS and artillery in the courtyards of residential buildings, hospitals, schools and kindergartens."" ""Armed Forces of Ukraine and neo-Nazi groups use civilians as human shields""",0.95,1,1,1,True
Ukraine,EN06,Other,1510109059235520513,@masterpolitcal @ZohaliTweets @real_lord_miles @JohnMVegas Yes. They wanted money out of the war. 9/11 was not staged though. Only Schizo's believe in that bologna.,Yes. They wanted money out of the war. 9/11 was not staged though. Only Schizo's believe in that bologna.,0.8863200000000001,1,1,1,True
Ukraine,EN06,Other,1511493676794810368,"Russia attacking more than 20 schools a day in Ukraine, Save the Children says 
https://t.co/q0lUTXxZlK","Russia attacking more than 20 schools a day in Ukraine, Save the Children says",0.8292,1,1,1,True
Ukraine,EN02,Other,1511478915457437699,"Russia’s war in Ukraine: complete guide in maps, video and pictures https://t.co/JZKNAKb54c Down in the text you get to maps with updates, to see how things have changed. Check it out, 👇","Russia’s war in Ukraine: complete guide in maps, video and pictures Down in the text you get to maps with updates, to see how things have changed. Check it out, 👇",0.95,1,1,1,True
Ukraine,EN04,True,1501978901756579853,"Fact check: eBay listing for Russian tank is fake, company says https://t.co/1H0Ybof7sE","Fact check: eBay listing for Russian tank is fake, company says",0.95,1,1,1,True
Ukraine,EN03,False,1511099055690158083,Why can’t we just say that this is a country with a Nazi regime and Fascist citizens? It’s a Nazi country. When Putin first said his aim was to denazify Ukraine I had no idea about the genocide in Donbas or the extent this Nazism really goes. And these ARE NAZIS. https://t.co/5DibAVjqdf,Why can’t we just say that this is a country with a Nazi regime and Fascist citizens? It’s a Nazi country. When Putin first said his aim was to denazify Ukraine I had no idea about the genocide in Donbas or the extent this Nazism really goes. And these ARE NAZIS.,0.95,1,1,1,True
